ten_benh,trieu_chung_goc,symptoms_extract,negated_symptoms,duration,icd_code,icd_name,confidence
tăng huyết áp thứ phát,"cần nghĩ đến tăng huyết áp thứ phát khi có các dấu hiệu sau: tăng huyết áp xuất hiện ở người trẻ tuổi dưới 30 hoặc lớn tuổi trên 60 tăng huyết áp kháng trị có các dấu hiệu tùy từng nguyên nhân tăng huyết áp: nghĩ đến hẹp mạch thận: có tiếng thổi ở bụng, tăng creatinine trên 30 khi dùng ức chế men chuyển, ức chế thụ thể, phù phổi tái phát với cơn tăng huyết áp nghĩ đến cường aldosteron: hạ kali máu không rõ nguyên nhân tăng huyết áp do u tủy thượng thận: có các cơn tăng huyết áp kịch phát, đau đầu, vã mồ hôi, tim đập nhanh dấu hiệu của hội chứng cushing: béo bụng, rạn da, teo cơ, mặt tròn như mặt trăng","tăng huyết áp xuất hiện ở
tăng huyết áp
vã mồ hôi
tăng huyết áp thứ phát khi
tăng huyết áp kháng trị có
tăng huyết áp nghĩ đến cường
teo cơ
phù phổi tái phát với cơn
tăng creatinine trên 30 khi dùng
tăng huyết áp kịch phát
đau đầu","u tủy thượng thận
tăng huyết áp do u tủy",không có,I15,Tăng huyết áp thứ phát,1.0
tăng thông khí,"tăng thông khí có hai hình thức chính: tăng thông khí hàng ngày và tăng thông khí đột ngột. tăng thông khí hàng ngày biểu hiện bằng việc thở nhanh nên thường khó được nhận biết. tăng thông khí đột ngột lại xảy ra nhanh chóng, đột ngột với những triệu chứng nghiêm trọng hơn. người bệnh mắc hội chứng tăng thông khí đột ngột có thể phải trải qua cảm giác khó chịu, đau nhức một số bộ phận trên cơ thể như bụng, ngực, hệ thần kinh và cảm giác. tăng thông khí phổi có thể là một vấn đề nghiêm trọng đối với người bệnh. các triệu chứng có thể kéo dài từ 20-30 phút với một số triệu chứng, dấu hiệu điển hình. người bệnh thở gấp gáp, hít vào quá nhiều không khí dẫn đến một vài triệu chứng ở bụng và ngực như: đầy hơi, ợ hơi, vùng bụng nặng nề, đau ngực ,tức ngực, thở khò khè thở nhanh cũng khiến người bệnh bị giảm lượng canxi, co2 trong máu, gây ra những triệu chứng về thần kinh như: tê ngứa bàn tay, bàn chân hoặc xung quanh miệng; tay và chân co thắt hoặc chuột rút, co giật cơ về mặt cảm xúc, người bệnh thường xuyên lo âu, bất an, cảm giác hồi hộp dễ căng thẳng, tim đập nhanh và mạnh. miệng khô do quá nhiều không khí lưu thông qua miệng. do việc cung cấp máu cho não bị hạn chế nên bệnh nhân thường có cảm giác chóng mặt, đầu váng vất mơ hồ lẫn lộn, có vấn đề với sự cân bằng. một số biểu hiện khác cũng cần được chú ý như: sốt vã mồ hôi, run rẩy, kiệt sức thường xuyên thở dài hoặc ngáp nhiễm trùng, chảy máu suy giảm thị lực như nhìn mờ hoặc tầm nhìn đường hầm, nhìn thấy ảo ảnh. gặp vấn đề với sự tập trung hoặc bộ nhớ, thường hay nhầm lẫn mất ý thức (ngất xỉu) nếu bạn hay có các triệu chứng này thì cần liên hệ với bác sĩ để khám và tìm ra nguyên nhân của tình trạng thở nhanh. hội chứng tăng thông khí ban đầu sẽ hơi mơ hồ và thường bị chẩn đoán nhầm là hen suyễn.","sốt
vã mồ hôi
đau ngực
nhức một số bộ phận
đầy hơi
ợ hơi
vùng bụng nặng nề
tức ngực
thở khò khè
thở nhanh
giảm lượng canxi
cảm giác hồi hộp
tê ngứa bàn tay
chuột rút
cảm giác chóng mặt
mơ hồ
tăng thông khí đột ngột
căng thẳng
suy giảm thị lực
nhìn mờ
nhìn thấy ảo ảnh
mất ý thức
ngất xỉu",Không có,không có,R06.4,Tăng thông khí (do nguyên nhân khác),1.0
tăng tiết mồ hôi,"hầu hết mọi người đổ mồ hôi khi tập thể dục hoặc gắng sức, ở trong môi trường nóng hoặc lo lắng hoặc bị căng thẳng. trong tăng tiết mồ hôi, mồ hôi tiết ra nhiều hơn và ở nhiều thời điểm khác. tăng tiết mồ hôi có thể dễ dàng thấy ở tay, chân, nách hoặc mặt xảy ra trong giờ thức dậy, ít nhất một lần một tuần. và việc đổ mồ hôi thường xảy ra ở cả hai bên cơ thể. khi nào cần đến khám bác sĩ? đôi khi đổ mồ hôi quá nhiều là dấu hiệu của một tình trạng nghiêm trọng. đến cơ sở ý tế để khám ngay nếu tiết mồ hôi nhiều đi kèm với chóng mặt, đau ngực hoặc buồn nôn. tổng hợp các trường hợp cần đến khám nếu: đổ mồ hôi làm gián đoạn thói quen hàng ngày của bạn. đổ mồ hôi gây rất bối rối và bất tiện trong nhiều tình huống trong sinh hoạt. bạn đột nhiên ra mồ hôi nhiều hơn bình thường.","đổ mồ hôi
chóng mặt
căng thẳng
buồn nôn","đau ngực
nôn",không có,R61,Tăng tiết mồ hôi (do nguyên nhân khác),1.0
tắc mạch ối,"giai đoạn đầu: triệu chứng khởi đầu là suy hô hấp, tím tái xảy ra đột ngột trong vài phút, tiếp đến là tụt huyết áp, choáng, phù phổi, biểu hiện thần kinh như lú lẫn mất ý thức và co giật. theo nghiên cứu có khoảng 40 số bệnh nhân tắc mạch ối qua được giai đoạn này. giai đoạn sau: nếu người bệnh qua được giai đoạn đầu thì đến giai đoạn này sẽ có biểu hiện chảy máu dữ dội nhiều nơi do đờ tử cung, đông máu rải rác trong lòng mạch, chảy máu từ tử cung không cầm khiến người bệnh rơi vào tình trạng sốc mất máu.","suy hô hấp
tím tái
tụt huyết áp
choáng
phù phổi
lú lẫn
mất ý thức
co giật","mất máu
chảy máu từ tử cung không",đột ngột,O88.1,Tắc mạch ối,1.0
tắc ruột sơ sinh,nan,Không có,Không có,không có,P76.1,Tắc ruột tạm thời của trẻ sơ sinh,0.848
tắc tia sữa,"dù bạn đang ở giai đoạn đầu cho con bú sữa mẹ hoặc đã cho con bú một thời gian, tình trạng tia sữa bị tắc nghẽn có thể xảy ra bất cứ lúc nào. bạn có thể chú ý thấy một số dấu hiệu nhận biết mình đang bị tắc tia sữa : sữa không tiết ra hoặc tiết ra rất ít, ngay cả khi mẹ chủ động vắt sữa ngực căng cứng và to hơn so sới bình thường, mức độ căng cứng càng lúc càng to dần, cảm giác đau nhức tắc tia sữa thành cục cứng. khi sờ vào bầu vú, mẹ cảm nhận được một hoặc nhiều điểm cứng ngực sưng nóng đỏ đôi khi tắc tia sữa gây sốt tác hại của tắc tia sữa? tắc tia sữa nếu không được can thiệp và điều trị kịp thời sẽ dẫn đến tình trạng: sữa ra ít hoặc không ra cho bé bú viêm tuyến vú, áp-xe tuyến vú, lâu dần trở thành các dải xơ hóa hay u xơ tuyến vú","căng cứng ngực
cứng càng lúc càng to dần
nhức tắc tia sữa thành cục
u xơ tuyến vú
đau nhức tắc tia sữa thành
đau nhức tắc tia sữa","hardtiss
sưng nóng đỏ đôi
sưng nóng đỏ đôi khi tắc
viêm tuyến vú
sốt",đôi khi,P76.2,Tắc ruột non do sữa đặc,0.6358
tắc tuyến lệ,"dấu hiệu tắc tuyến lệ dễ nhận thấy nhất khi bị tắc tuyến lệ là nước mắt chảy liên tục không ngừng lại được mặc dù cơ thể không bị tác động bất kỳ cảm xúc nào. triệu chứng này nếu không điều trị kịp thời có thể dẫn đến tình trạng nhiễm trùng mắt, làm tái phát những bệnh viêm mắt và nhiễm trùng mắt. ngoài triệu chứng chảy nước mắt không kiểm soát được, còn có các triệu chứng khác để nhận biết bệnh tắc tuyến lệ: mắt thường xuyên bị chảy mủ, thị lực mờ dần, mắt bị đỏ ở tròng trắng và thường bị sưng đau ở gần góc trong của mắt. bệnh nhân khi mắc bệnh tắc tuyến lệ, vi khuẩn sẽ mắc kẹt ở trong túi lệ mũi, do vậy khả năng gây nên tình trạng nhiễm trùng ở mức độ cao. những dấu hiệu cho biết tình trạng nhiễm trùng đã diễn ra gồm có: trên lông mi thường bị đóng váng, mắt bị mờ và chảy mủ, nước mắt có thể bị nhuốm máu, một số trường hợp có thể bị sốt. khi gặp những triệu chứng bất thường trên cần phải nhanh chóng đến bệnh viện chuyên khoa mắt hoặc trung tâm y tế để các bác sĩ thăm khám và trao đổi về phương pháp điều trị bệnh dứt điểm bệnh lý này.","nước mắt chảy liên tục
mắt thường xuyên bị chảy mủ
thị lực mờ dần
mắt bị đỏ ở tròng trắng","nhiễm trùng mắt
tắc tuyến lệ
chảy nước mắt không kiểm soát
chảy liên tục không ngừng lại
mờ dần
chảy mủ
nước mắt bị nhuốm máu
sốt",thường xuyên,H04.5,Tắc và bán tắc lệ đạo,0.7249
tắc tuyến lệ ở trẻ em,"triệu chứng chủ yếu của một đứa trẻ có quá nhiều nước mắt hay bị tràn nước mắt mà bác sĩ có thể nhìn thấy đó là: chảy nước mắt sống, có ghèn nhưng không bị đỏ hay kích thích. cần lưu ý vấn đề này vì nếu mắt bị đỏ hay kích thích thì nguyên nhân chủ yếu là nhiễm trùng, dị ứng hay chấn thương hoặc các tình trạng khác mà cần ưu tiên điều trị. nước mắt của trẻ có dịch mờ đục hoặc có màu vàng trong.","tràn nước mắt
chảy nước mắt sống
mờ đục
màu vàng","đỏ
kích thích",không có,H04.0,Viêm tuyến lệ,0.6028
tắc vòi trứng,"tắc vòi trứng hầu như khó có thể nhận biết sớm. vậy tắc vòi trứng có biểu hiện gì ? dưới đây là những biểu hiện điển hình khi bị tắc vòi trứng: vô sinh: tắc vòi trứng thường không gây ra biểu hiện gì. nhiều phụ nữ chỉ biết mình bị bệnh khi đi khám vì không thể thụ thai. đau bụng: một số trường hợp tắc vòi trứng có thể gây đau ở một bên bụng do ứ nước vòi trứng làm căng giãn chúng và gây đau đau bụng có thể liên tục hoặc theo chu kì kinh nguyệt như trong lạc nội mạc tử cung các triệu chứng khác: đau khi quan hệ tình dục, mệt mỏi, rối loạn tiêu hóa,...","căng giãn chúng và gây đau
đau ở một bên bụng
mệt mỏi
đau khi quan hệ tình dục
rối loạn tiêu hóa",Không có,không có,N83.6,Vòi trứng ứ máu,0.727
tắc ống dẫn tinh,"biểu hiện của tắc ống dẫn tinh cụ thể như sau: tinh hoàn ở nam giới bị tắc ống dẫn tinh có khả năng bị thu hẹp. có cảm giác bất thường khi sờ nắn mào tinh hoàn hoặc ống dẫn tinh. dù hai vợ chồng quan hệ tình dục bình thường và không sử dụng bất cứ biện pháp tránh thai nào, nam giới bị tắc ống dẫn tinh khó có thể có con.",khó có thể có con,Không có,không có,Q55.3,Teo ống dẫn tinh,0.6538
tắc ống dẫn trứng,"dấu hiệu tắc ống dẫn trứng thường không rõ ràng. một phụ nữ có thể nghi ngờ mình bị tắc ống dẫn trừng nếu quá trình thụ thai gặp khó . các cặp vợ chồng chủ động thụ thai trong vòng 1 năm mà không thành công thì được coi là thụ thai khó khăn. một dấu hiệu tắc ống dẫn trứng khác là việc có thể bị đau ở vùng chậu hoặc vùng bụng. triệu chứng này có thể xảy ra theo chu kỳ, như trong thời kỳ kinh nguyệt, hoặc có thể xảy ra liên tục. trong một số trường hợp, tắc ống dẫn trứng có thể gây ra tình trạng mang thai ngoài tử cung.","đau ở vùng chậu
đau ở vùng bụng",Không có,"liên tục, 1 năm",K31.5,Tắc tá tràng,0.5718
tắc ống phóng tinh,"nếu cả hai bên ống phóng tinh đều bị tắc, bệnh nhân sẽ bị vô sinh vì không có tinh trùng trong tinh dịch. những người này có thể có rất ít lượng tinh dịch hoặc không có một chút tinh dịch nào. bên cạnh đó, một số trường hợp tắc ống phóng tinh có thể gây nên hiện tượng đau vùng xương chậu, đặc biệt là sau khi xuất tinh.",đau vùng xương chậu,Không có,sau khi xuất,K55.1,Tắc ống phóng tinh,0.6292
tế bào thần kinh vận động,"khó nhai, khó nuốt, ho, khó thở và nói khó xảy ra trong tổn thương hành tủy. trong liệt hành tủy tiến triển: lưỡi gà sa xuống, giảm phản xạ nôn, ứ đọng nước bọt ở họng, ho, lưỡi yếu có nhiều nếp nhăn. trong liệt giả hành tủy: lưỡi nhỏ và co làm cho người bệnh không thể đưa nhanh lưỡi sang hai bên. chi bị ảnh hưởng đặc trưng bằng các rối loạn vận động (yếu cơ, cứng cơ, giảm trương lực cơ, co cơ cục bộ) phản ánh rối loạn tế bào thần kinh vận động trung ương hoặc ngoại biên. không có rối loạn cảm giác khách quan mặc dù bệnh nhân có thể có cảm giác kiến bò. cơ tròn nhìn chung không rối loạn.","khó nhai
khó nuốt
ho
khó thở
nói khó xảy
lưỡi gà sa
giả hành tủy
lưỡi yếu
nếp nhăn
ứ đọng nước bọt
nôn
giảm phản xạ nôn
yếu cơ
cứng cơ
giảm trương lực cơ
co cơ cục bộ
rối loạn vận động","nhanh lưỡi sang hai bên
cảm giác kiến bò",không có,G12.2,Bệnh tế bào thần kinh vận động,0.8136
